id,carat,cut,color,clarity,depth,table,price,x,y,z
1149,0.75,Very Good,E,SI1,62.3,58.0,2923,5.78,5.81,3.61
23947,1.56,Ideal,H,SI1,62.2,55.0,12082,7.41,7.45,4.62
13012,1.1,Ideal,G,SI2,62.5,55.0,5407,6.61,6.66,4.15
1495,0.7,Ideal,D,VS2,60.3,60.0,2991,5.71,5.76,3.46
44173,0.55,Ideal,E,SI1,60.8,56.0,1566,5.31,5.34,3.24
10457,1.0,Premium,H,SI1,62.7,59.0,4788,6.37,6.3,3.97
48805,0.5,Ideal,F,VVS2,62.0,53.6,2025,5.09,5.13,3.18
82,0.26,Ideal,E,VVS2,62.9,58.0,554,4.02,4.06,2.54
31852,0.3,Ideal,F,VS2,61.6,57.0,776,4.33,4.3,2.66
37783,0.38,Ideal,E,VS1,61.6,56.0,1000,4.65,4.67,2.87
451,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53
49468,0.47,Ideal,E,VVS2,61.6,56.0,2113,4.97,5.01,3.07
36399,0.31,Ideal,E,VS1,61.8,56.0,942,4.37,4.34,2.69
15610,1.21,Ideal,F,VS2,62.6,55.0,6261,6.81,6.74,4.24
36590,0.33,Ideal,G,IF,61.0,55.0,946,4.49,4.52,2.75
37491,0.35,Ideal,E,VS2,62.0,55.0,984,4.54,4.52,2.81
28367,0.33,Ideal,D,VS2,62.3,54.0,667,4.43,4.46,2.77
28243,0.33,Very Good,F,VS2,61.9,57.0,666,4.42,4.44,2.74
50677,0.76,Premium,F,SI2,59.3,59.0,2287,5.97,5.93,3.53
3223,0.94,Very Good,G,SI2,62.3,59.0,3351,6.2,6.26,3.88
34882,0.34,Premium,G,IF,60.5,58.0,879,4.47,4.52,2.72
38690,0.37,Ideal,F,VS1,61.7,56.0,1041,4.63,4.61,2.85
30348,0.37,Very Good,E,VS2,64.0,55.0,728,4.52,4.57,2.91
29255,0.32,Ideal,H,VVS1,61.4,55.0,698,4.4,4.46,2.72
33315,0.35,Premium,D,SI1,61.8,59.0,827,4.56,4.54,2.81
41837,0.44,Ideal,F,VVS2,60.9,55.0,1253,4.96,4.92,3.01
50212,0.8,Good,D,SI2,64.0,60.0,2229,5.91,5.81,3.75
32910,0.44,Very Good,E,SI1,62.9,58.0,810,4.85,4.88,3.06
21286,1.57,Very Good,I,VS2,60.2,58.0,9443,7.51,7.57,4.54
22460,2.0,Fair,I,SI2,67.7,57.0,10483,7.88,7.64,5.26
21718,0.32,Ideal,H,VVS2,62.2,54.0,628,4.42,4.46,2.76
20107,1.5,Good,I,SI1,64.0,60.0,8580,7.13,7.25,4.6
26128,1.54,Ideal,G,VVS2,62.0,54.0,15415,7.36,7.43,4.59
33241,0.41,Ideal,F,SI1,61.4,56.0,824,4.77,4.8,2.94
7381,0.33,Ideal,G,VS2,61.2,55.0,579,4.46,4.52,2.75
8809,1.08,Ideal,I,SI1,61.4,57.0,4476,6.67,6.62,4.08
1660,0.75,Premium,E,VS2,62.1,57.0,3024,5.9,5.79,3.63
43605,0.31,Very Good,E,SI1,58.7,60.0,507,4.45,4.48,2.62
441,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76
23336,1.04,Premium,E,VVS1,60.9,58.0,11382,6.61,6.53,4.0
24605,1.98,Fair,H,VS1,58.3,69.0,12923,8.28,8.17,4.8
39106,0.41,Ideal,H,VS1,62.7,56.0,1061,4.77,4.73,2.98
5369,0.9,Very Good,D,SI2,63.2,57.0,3818,6.08,6.1,3.85
18739,1.04,Ideal,G,VS1,61.9,57.0,7655,6.51,6.55,4.04
86,0.24,Premium,H,VVS1,61.2,58.0,554,4.01,3.96,2.44
5963,0.9,Very Good,F,SI1,61.7,60.0,3950,6.16,6.22,3.82
37383,0.4,Ideal,I,IF,62.2,56.0,982,4.71,4.75,2.94
32593,0.3,Ideal,F,VVS1,62.0,55.0,802,4.3,4.34,2.68
12576,1.2,Very Good,H,SI2,62.1,59.0,5280,6.75,6.8,4.21
21044,0.31,Good,G,VS1,63.2,56.0,625,4.28,4.29,2.71
48881,0.6,Premium,D,VS2,62.8,59.0,2037,5.39,5.35,3.37
27836,0.39,Ideal,I,VS2,61.5,55.0,651,4.7,4.73,2.9
12772,1.06,Very Good,E,SI1,59.6,57.0,5328,6.62,6.67,3.96
42402,0.53,Ideal,G,SI1,62.3,55.0,1308,5.13,5.24,3.23
5337,0.9,Premium,H,VS2,61.2,61.0,3810,6.21,6.14,3.78
45339,0.57,Ideal,G,SI1,62.0,55.0,1662,5.35,5.32,3.31
1437,0.9,Good,H,SI1,64.2,60.0,2974,6.05,6.02,3.87
13442,1.24,Ideal,G,SI2,61.4,56.0,5520,6.98,6.92,4.27
25667,1.11,Ideal,D,VVS1,62.1,55.0,14584,6.63,6.64,4.12
22340,2.01,Ideal,I,SI1,62.8,57.0,10389,8.04,7.98,5.03
6983,1.01,Premium,G,SI2,60.1,59.0,4154,6.45,6.39,3.86
20159,1.21,Ideal,G,VS1,62.6,56.0,8616,6.77,6.81,4.25
10262,1.01,Ideal,E,SI2,61.2,54.0,4751,6.52,6.49,3.98
16132,1.01,Very Good,G,VS2,63.6,56.0,6449,6.34,6.39,4.05
40505,0.44,Ideal,G,VVS1,61.3,55.0,1143,4.92,4.94,3.02
31003,0.41,Good,H,SI1,64.3,54.0,748,4.72,4.68,3.02
8061,0.27,Ideal,F,VS2,61.9,54.0,583,4.14,4.16,2.57
15850,1.35,Premium,I,SI1,62.1,58.0,6340,7.07,7.0,4.37
24784,2.75,Ideal,D,I1,60.9,57.0,13156,9.04,8.98,5.49
14042,0.26,Ideal,G,VVS1,62.4,56.0,605,4.11,4.14,2.57
34018,0.4,Very Good,I,VVS1,60.8,58.0,849,4.75,4.83,2.91
37964,0.41,Very Good,D,VS2,62.8,55.0,1007,4.7,4.73,2.96
46591,0.54,Premium,F,VS2,59.4,57.0,1786,5.35,5.29,3.16
39195,0.38,Premium,D,VS1,58.2,58.0,1064,4.81,4.77,2.79
26861,2.03,Premium,I,SI1,61.2,58.0,16787,8.21,8.16,5.01
20922,1.05,Ideal,F,VVS2,61.5,57.0,9138,6.51,6.57,4.02
26045,1.36,Ideal,F,VVS1,61.3,57.0,15247,7.13,7.23,4.4
34885,0.38,Ideal,G,VVS2,60.0,56.0,879,4.72,4.76,2.84
21744,1.5,Ideal,J,VVS1,62.2,59.0,9814,7.3,7.32,4.55
29839,0.3,Ideal,D,VS2,62.5,54.0,710,4.29,4.32,2.69
42308,0.41,Ideal,F,VVS1,62.3,55.0,1295,4.74,4.79,2.97
1373,0.7,Ideal,I,VVS1,61.8,56.0,2966,5.69,5.73,3.53
14981,1.03,Very Good,G,VS2,62.3,57.0,6036,6.43,6.51,4.03
11218,0.93,Premium,F,VS2,62.1,59.0,4961,6.24,6.28,3.89
32181,0.39,Premium,G,VS2,62.3,59.0,787,4.65,4.69,2.91
21628,1.26,Premium,D,VS2,62.5,59.0,9720,6.91,6.85,4.3
17288,1.12,Good,F,VS2,63.8,57.0,6925,6.59,6.61,4.21
27767,0.32,Premium,H,VS2,60.7,61.0,648,4.41,4.39,2.67
43043,0.51,Ideal,H,VS2,61.5,55.0,1375,5.16,5.18,3.18
5592,0.9,Ideal,I,VS1,62.4,56.0,3867,6.14,6.19,3.85
42140,0.55,Premium,G,SI2,61.8,56.0,1280,5.28,5.23,3.25
41551,0.53,Ideal,I,VS2,62.0,55.0,1236,5.16,5.19,3.21
10591,0.91,Very Good,E,VS2,58.4,63.0,4823,6.31,6.32,3.69
44926,0.51,Ideal,G,VS1,60.2,57.0,1632,5.16,5.21,3.13
35352,0.42,Ideal,E,SI2,62.4,55.0,898,4.81,4.77,2.99
46333,0.5,Premium,D,VS2,62.8,58.0,1758,5.03,5.0,3.15
12252,1.05,Ideal,D,SI2,61.9,56.0,5204,6.53,6.5,4.03
7848,0.9,Ideal,D,SI1,60.7,57.0,4304,6.23,6.16,3.76
44839,0.56,Ideal,E,VS2,61.6,57.0,1625,5.3,5.32,3.27
30533,0.4,Good,J,VS1,64.0,56.0,734,4.69,4.66,2.99
16552,1.01,Very Good,G,VS1,59.1,58.0,6613,6.56,6.63,3.9
36212,0.36,Premium,G,VS1,61.7,59.0,932,4.59,4.55,2.82
26024,0.32,Ideal,G,VS1,61.6,57.0,645,4.38,4.42,2.71
3722,0.36,Ideal,I,VS1,60.5,57.0,568,4.56,4.59,2.77
2060,0.32,Very Good,E,VS2,60.5,58.0,561,4.4,4.42,2.67
37544,0.51,Ideal,J,VS1,61.6,54.0,988,5.14,5.18,3.18
33750,0.31,Ideal,F,VVS1,62.3,54.0,840,4.34,4.36,2.71
53898,0.65,Very Good,D,VS1,60.8,57.2,2752,5.55,5.63,3.4
3275,0.51,Premium,F,SI1,62.7,62.0,3360,5.09,4.96,3.15
29922,0.32,Ideal,E,VS1,61.1,56.0,713,4.42,4.45,2.71
23827,2.0,Premium,J,SI2,59.8,60.0,11899,8.13,8.09,4.85
48414,0.65,Premium,F,VS2,59.6,58.0,1970,5.65,5.62,3.36
38876,0.4,Premium,D,VS2,60.5,59.0,1050,4.8,4.76,2.89
17847,1.07,Ideal,G,VS1,62.0,56.0,7198,6.58,6.52,4.06
24365,0.31,Premium,D,VS2,61.7,58.0,636,4.32,4.37,2.68
8866,0.92,Premium,E,SI1,62.1,58.0,4482,6.22,6.15,3.84
25139,2.22,Premium,J,SI2,61.8,58.0,13703,8.42,8.31,5.17
11907,1.0,Very Good,F,SI1,63.5,56.0,5122,6.28,6.35,4.01
32345,0.3,Ideal,H,IF,62.1,55.0,789,4.27,4.3,2.66
33246,0.36,Very Good,F,VS1,59.9,58.6,825,4.62,4.66,2.77
46531,0.51,Premium,G,VS1,62.0,52.0,1781,5.37,5.05,3.23
34515,0.33,Ideal,G,VVS1,61.7,54.0,868,4.47,4.48,2.76
19789,1.0,Good,E,VVS1,63.4,59.0,8359,6.27,6.24,4.0
8026,1.01,Very Good,F,SI2,62.1,58.0,4332,6.35,6.41,3.96
18293,1.5,Good,G,SI1,58.4,65.0,7434,7.45,7.41,4.34
21535,0.91,Ideal,E,VVS1,61.7,56.0,9636,6.18,6.23,3.83
25555,1.5,Premium,E,VS2,62.1,60.0,14386,7.31,7.27,4.53
47080,0.56,Ideal,G,VS1,62.0,56.0,1822,5.28,5.3,3.28
22137,1.53,Ideal,I,VS1,60.2,60.0,10171,7.51,7.48,4.51
5572,1.14,Premium,J,SI2,60.4,59.0,3861,6.8,6.74,4.09
53269,0.82,Premium,I,VS2,62.6,59.0,2648,5.91,5.87,3.69
19438,1.51,Ideal,J,VS1,62.7,56.0,8092,7.3,7.35,4.59
10765,1.13,Ideal,D,SI2,61.6,55.0,4854,6.73,6.7,4.14
25311,2.02,Premium,I,SI2,62.9,60.0,13991,8.05,8.01,5.05
13355,0.24,Very Good,E,VS2,63.1,56.0,419,3.95,3.98,2.5
17865,1.04,Ideal,E,SI1,61.8,56.0,7208,6.49,6.53,4.02
26412,1.7,Very Good,G,VS2,63.1,57.0,15937,7.53,7.62,4.78
6684,1.03,Good,F,SI2,61.7,63.0,4101,6.46,6.51,4.0
38375,0.5,Premium,H,SI2,62.6,61.0,1024,5.06,5.03,3.1
53503,0.74,Good,F,SI2,62.6,65.0,2685,5.66,5.69,3.55
46429,0.54,Premium,D,SI1,58.3,61.0,1770,5.38,5.32,3.12
42738,0.51,Ideal,E,SI1,62.5,56.0,1343,5.07,5.1,3.18
28439,0.39,Very Good,F,SI1,61.3,62.0,670,4.68,4.71,2.88
42029,0.38,Premium,E,VVS1,61.9,58.0,1267,4.62,4.66,2.87
49137,0.56,Ideal,D,VS2,62.2,56.0,2066,5.28,5.24,3.27
10137,1.0,Good,H,VS2,63.6,61.0,4722,6.25,6.21,3.96
7470,1.0,Premium,F,SI1,62.1,60.0,4234,6.29,6.23,3.88
1401,0.25,Very Good,E,VVS2,62.0,56.0,560,4.05,4.08,2.52
44205,0.61,Ideal,J,VS1,61.1,56.0,1569,5.44,5.49,3.33
14885,1.01,Ideal,G,VS2,61.7,57.0,5995,6.48,6.45,3.99
34603,0.27,Very Good,E,VS1,60.2,58.0,470,4.19,4.22,2.53
29003,0.34,Very Good,H,VVS2,62.7,59.0,686,4.43,4.47,2.79
15375,0.4,Ideal,J,VS1,61.3,56.0,606,4.77,4.79,2.93
1365,0.71,Ideal,I,VS1,61.8,56.0,2965,5.68,5.72,3.52
12756,1.0,Very Good,E,SI1,59.4,63.0,5322,6.47,6.42,3.83
42752,0.58,Ideal,G,SI2,62.2,55.0,1343,5.4,5.36,3.35
10050,0.3,Ideal,H,VVS2,60.8,58.0,590,4.33,4.38,2.65
44222,0.57,Ideal,F,SI1,61.4,57.0,1571,5.35,5.3,3.27
41579,0.44,Premium,E,VS1,60.7,58.0,1238,4.91,4.88,2.97
15704,0.24,Very Good,F,VVS2,61.7,56.0,608,3.98,4.0,2.45
10233,1.19,Premium,I,SI2,62.6,58.0,4745,6.75,6.7,4.21
45711,0.56,Premium,G,VS2,60.9,58.0,1698,5.36,5.34,3.26
39769,0.36,Premium,E,VS1,60.4,58.0,1094,4.67,4.64,2.81
34619,0.27,Premium,E,VS1,61.5,58.0,470,4.17,4.22,2.58
40682,0.5,Very Good,E,SI1,63.4,58.0,1155,5.09,5.01,3.2
13191,1.07,Premium,G,SI1,61.6,58.0,5453,6.6,6.56,4.05
4119,0.9,Very Good,G,SI2,62.4,55.0,3539,6.13,6.17,3.84
6892,1.1,Good,I,SI1,63.1,61.0,4133,6.49,6.56,4.12
4623,1.01,Premium,H,SI2,59.6,60.0,3665,6.5,6.55,3.89
49976,0.29,Very Good,G,VVS2,61.6,56.0,541,4.24,4.28,2.63
229,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
24284,1.5,Very Good,F,VS2,61.3,58.0,12526,7.24,7.29,4.45
26841,1.51,Ideal,F,VVS2,62.6,57.0,16754,7.36,7.25,4.57
43575,0.41,Ideal,E,VVS1,60.9,55.0,1431,4.83,4.8,2.93
25757,1.51,Premium,E,VS2,62.2,59.0,14709,7.36,7.4,4.59
18391,1.11,Ideal,F,VS2,61.7,55.0,7473,6.65,6.67,4.11
28483,0.32,Very Good,E,SI1,63.4,56.0,672,4.34,4.31,2.74
5966,0.9,Very Good,F,SI1,60.4,60.0,3950,6.23,6.29,3.78
13074,1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3
20131,1.12,Ideal,G,VVS2,62.5,56.0,8592,6.59,6.66,4.14
22765,1.04,Ideal,F,IF,61.8,55.0,10787,6.49,6.56,4.03
41743,0.51,Very Good,F,SI1,63.4,58.0,1244,5.06,5.1,3.22
43269,0.3,Premium,I,SI1,60.9,59.0,506,4.36,4.34,2.65
33998,0.42,Premium,G,VS2,60.6,58.0,847,4.83,4.88,2.94
9103,1.0,Good,G,SI1,62.5,65.0,4528,6.24,6.31,3.92
21703,0.27,Ideal,G,VVS1,62.5,56.0,627,4.15,4.18,2.6
27294,1.72,Premium,G,VS1,59.4,60.0,17765,7.86,7.82,4.66
12968,1.12,Ideal,I,VS2,61.2,54.0,5392,6.74,6.77,4.13
1104,0.71,Ideal,D,SI1,61.7,57.0,2913,5.7,5.75,3.53
21005,1.51,Very Good,H,SI1,61.7,61.0,9218,7.3,7.35,4.52
22468,1.6,Very Good,I,VS2,60.0,60.0,10497,7.55,7.59,4.54
12007,0.9,Very Good,G,VS1,61.5,56.0,5148,6.2,6.23,3.82
14131,1.1,Premium,H,VS2,62.5,58.0,5729,6.59,6.54,4.1
18582,1.52,Ideal,I,SI2,61.3,60.0,7582,7.33,7.39,4.51
42913,0.41,Ideal,E,VVS2,60.5,57.0,1363,4.83,4.86,2.93
3365,0.25,Very Good,G,VS2,61.9,57.0,407,4.05,4.08,2.51
26043,2.5,Ideal,J,SI2,63.8,53.0,15246,8.56,8.5,5.45
36820,0.7,Fair,G,I1,64.3,62.0,956,5.59,5.49,3.57
17464,1.16,Premium,F,VS2,62.7,58.0,7003,6.71,6.65,4.19
8668,1.02,Premium,F,SI1,62.6,58.0,4455,6.42,6.36,4.0
9342,1.0,Good,I,VS1,63.9,56.0,4581,6.37,6.18,4.01
28261,0.23,Very Good,D,VS1,61.8,57.0,357,3.9,3.93,2.42
44748,0.52,Ideal,I,VVS1,62.0,55.0,1619,5.19,5.17,3.21
41228,0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
11277,1.07,Ideal,E,SI1,60.4,57.0,4973,6.62,6.56,3.98
25504,1.52,Very Good,D,SI1,60.6,57.8,14295,7.4,7.46,4.51
43083,0.54,Very Good,E,SI1,62.1,59.0,1379,5.17,5.2,3.22
15108,1.01,Very Good,F,VS2,61.0,57.0,6073,6.42,6.5,3.94
45530,0.56,Ideal,F,SI1,61.1,55.9,1685,5.33,5.35,3.26
23978,2.1,Good,H,SI1,63.7,61.0,12121,8.1,8.07,5.15
13242,1.0,Good,D,SI1,64.9,53.0,5469,6.27,6.3,4.08
38077,0.3,Ideal,E,VVS2,61.9,57.0,1013,4.32,4.28,2.66
43756,0.41,Ideal,F,IF,61.9,56.0,1439,4.77,4.79,2.96
21080,1.01,Ideal,E,VVS2,62.8,56.0,9254,6.39,6.34,4.0
41345,0.54,Ideal,I,VS1,61.6,54.0,1216,5.26,5.3,3.25
36799,0.34,Premium,E,VS2,61.9,58.0,956,4.45,4.43,2.75
20444,1.51,Fair,G,SI2,65.5,55.0,8794,7.14,7.08,4.66
14547,1.06,Ideal,E,SI1,58.8,57.0,5877,6.71,6.66,3.93
35668,0.35,Very Good,F,VVS1,62.3,56.0,909,4.53,4.57,2.83
25359,0.31,Very Good,G,VVS1,61.9,55.0,642,4.36,4.4,2.71
48712,0.7,Premium,H,VS2,61.7,59.0,2010,5.66,5.68,3.5
14000,1.19,Premium,H,SI1,62.7,61.0,5698,6.73,6.66,4.2
43102,0.5,Ideal,H,VS1,61.6,58.0,1384,5.08,5.11,3.14
8860,0.97,Premium,F,SI1,62.7,59.0,4481,6.31,6.28,3.95
24864,1.52,Ideal,E,SI1,62.1,56.0,13280,7.35,7.38,4.57
24798,1.24,Ideal,G,IF,62.0,55.0,13178,6.93,6.89,4.29
40317,0.4,Ideal,E,VS1,61.7,55.0,1125,4.76,4.73,2.93
14217,1.23,Ideal,J,VS2,61.7,57.0,5763,6.87,6.8,4.22
25283,2.23,Premium,J,SI2,61.3,60.0,13931,8.4,8.35,5.13
8437,0.7,Good,D,VVS1,61.0,61.0,4407,5.69,5.72,3.48
4001,0.94,Very Good,F,SI2,62.4,58.0,3518,6.17,6.23,3.87
26373,2.02,Very Good,H,SI2,59.9,55.0,15851,8.17,8.28,4.93
32755,0.34,Ideal,D,SI1,62.3,57.0,803,4.48,4.44,2.78
20406,1.51,Very Good,J,VVS2,62.9,58.0,8770,7.21,7.33,4.57
7973,0.9,Very Good,H,VS1,62.2,59.0,4324,6.14,6.18,3.83
20881,1.5,Ideal,H,SI2,62.4,57.0,9104,7.29,7.33,4.56
23771,1.51,Good,H,VVS2,63.1,59.0,11826,7.26,7.28,4.59
28659,0.41,Good,F,SI1,58.4,58.0,676,4.91,4.96,2.88
37463,0.42,Premium,G,VS1,60.6,58.0,984,4.95,4.82,2.96
48670,0.74,Premium,E,SI2,62.2,57.0,2002,5.79,5.77,3.59
32203,0.35,Premium,E,SI1,62.7,57.0,788,4.52,4.47,2.82
15565,1.06,Ideal,G,VS2,61.8,57.0,6240,6.56,6.52,4.04
21082,1.03,Ideal,F,VVS2,62.5,56.0,9254,6.46,6.53,4.06
18785,1.0,Very Good,G,IF,62.2,61.0,7682,6.38,6.41,3.98
43449,0.5,Premium,E,SI1,61.5,62.0,1415,5.09,5.06,3.12
40063,0.43,Premium,H,VS1,60.0,59.0,1113,4.98,4.86,2.95
2046,0.32,Ideal,I,VVS2,62.6,54.0,561,4.37,4.41,2.75
52486,0.71,Ideal,H,VS2,61.4,57.0,2522,5.71,5.75,3.52
45804,0.5,Premium,F,VS1,62.0,58.0,1710,5.03,5.1,3.14
10514,0.9,Ideal,F,VS2,62.6,56.0,4801,6.16,6.23,3.88
14235,1.02,Ideal,I,VVS2,62.1,54.0,5767,6.47,6.51,4.03
5955,0.9,Good,F,SI1,63.1,58.0,3950,6.12,6.18,3.88
12791,1.2,Premium,F,SI2,62.5,59.0,5332,6.74,6.68,4.2
16674,1.2,Premium,H,VS2,62.8,59.0,6666,6.75,6.7,4.22
30444,0.29,Very Good,F,VVS1,62.1,55.0,731,4.26,4.28,2.65
11148,1.11,Ideal,F,SI2,61.7,55.0,4942,6.66,6.63,4.1
16061,1.01,Good,F,VS2,63.1,60.0,6416,6.36,6.39,4.02
8201,1.04,Ideal,H,SI2,61.1,56.0,4368,6.66,6.6,4.05
3158,0.78,Ideal,E,VS2,62.0,55.0,3334,5.89,5.95,3.67
31032,0.31,Very Good,F,VS2,63.5,55.0,749,4.32,4.31,2.74
49340,0.58,Premium,G,VVS2,59.7,59.0,2095,5.45,5.4,3.24
52883,0.73,Ideal,G,SI1,62.0,54.0,2583,5.81,5.84,3.61
6290,1.07,Ideal,G,SI2,61.1,57.0,4021,6.61,6.65,4.05
35631,0.3,Very Good,I,VS1,58.8,61.0,473,4.38,4.43,2.59
4556,1.16,Premium,D,I1,61.8,59.0,3644,6.74,6.78,4.18
13464,1.21,Premium,G,SI2,60.3,58.0,5529,6.96,6.9,4.18
37962,0.41,Premium,F,VS1,62.4,60.0,1007,4.71,4.77,2.96
41953,0.23,Very Good,E,VVS2,61.6,61.0,505,3.92,3.97,2.43
33468,0.32,Ideal,F,VS2,61.2,56.0,828,4.44,4.41,2.71
4883,0.97,Good,J,VS2,60.0,56.0,3717,6.4,6.46,3.86
24318,1.51,Premium,G,VS2,62.0,57.0,12571,7.38,7.33,4.56
29262,0.31,Premium,G,VS2,60.9,58.0,698,4.38,4.35,2.66
6722,0.31,Ideal,G,VS2,62.1,55.0,577,4.35,4.38,2.71
7601,0.92,Good,E,SI1,63.7,57.0,4258,6.11,6.14,3.9
43937,0.3,Very Good,D,SI1,58.8,57.0,515,4.4,4.44,2.6
8674,1.02,Ideal,I,SI1,61.3,56.0,4455,6.52,6.47,3.98
29348,0.31,Ideal,G,VS2,61.4,56.0,698,4.36,4.34,2.67
8960,0.9,Premium,E,SI1,62.3,56.0,4502,6.21,6.14,3.85
39141,0.41,Premium,G,VS2,62.9,59.0,1061,4.75,4.7,2.97
16325,1.27,Premium,I,VS1,62.2,59.0,6532,6.92,6.87,4.29
37515,0.44,Very Good,H,VVS1,61.0,59.0,986,4.87,4.9,2.98
3172,0.72,Very Good,F,VVS2,63.4,56.0,3338,5.68,5.71,3.61
27681,2.22,Premium,J,VS1,60.0,60.0,18706,8.49,8.43,5.08
49076,0.54,Ideal,G,VVS2,61.5,57.0,2060,5.21,5.26,3.22
33549,0.31,Very Good,F,VVS1,61.8,59.0,830,4.33,4.36,2.69
3144,0.71,Very Good,D,VS1,64.1,57.0,3332,5.64,5.66,3.62
12034,0.34,Ideal,G,VS2,62.1,57.0,596,4.46,4.5,2.78
29997,0.43,Ideal,E,SI2,62.1,56.0,716,4.84,4.85,3.01
2225,0.7,Ideal,G,SI1,61.6,55.0,3145,5.71,5.76,3.53
6574,1.04,Ideal,H,SI2,62.2,56.0,4077,6.51,6.48,4.04
26075,1.51,Premium,G,VVS2,60.9,58.0,15303,7.42,7.38,4.51
30921,0.34,Very Good,E,VS2,62.8,58.0,745,4.43,4.45,2.79
28727,0.31,Ideal,E,VS2,61.6,57.0,680,4.35,4.38,2.69
36371,0.33,Ideal,D,VS2,60.9,56.0,940,4.49,4.51,2.74
198,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
37310,0.31,Premium,F,IF,61.5,58.0,979,4.33,4.35,2.67
30884,0.33,Ideal,E,SI1,62.5,55.0,743,4.45,4.42,2.77
32912,0.33,Ideal,F,VVS2,61.9,56.0,810,4.42,4.46,2.75
29194,0.4,Ideal,E,SI1,62.4,54.0,694,4.72,4.74,2.95
50613,0.25,Very Good,D,VS2,61.1,60.0,399,4.07,4.11,2.5
51038,0.73,Premium,F,SI2,62.0,57.0,2329,5.79,5.76,3.58
17372,0.32,Good,D,SI2,63.9,58.0,612,4.33,4.31,2.76
49923,0.77,Fair,I,VS1,65.1,57.0,2184,5.65,5.77,3.72
6525,0.9,Very Good,D,SI1,62.4,63.0,4068,6.15,6.18,3.85
15749,1.25,Premium,G,SI2,60.4,59.0,6300,6.98,6.96,4.21
27393,2.04,Very Good,H,SI1,63.0,58.0,17952,8.03,8.1,5.08
28428,0.3,Ideal,D,VS2,60.6,58.0,670,4.31,4.33,2.62
9567,1.1,Ideal,I,SI2,62.6,55.0,4624,6.57,6.6,4.13
32570,0.38,Ideal,F,VS2,62.1,57.0,800,4.61,4.67,2.88
49901,0.71,Ideal,H,SI2,62.7,57.0,2178,5.66,5.69,3.56
1361,1.0,Fair,G,SI1,65.7,54.0,2964,6.24,6.16,4.07
36652,0.35,Premium,J,VS1,62.4,58.0,949,5.67,5.64,3.53
24620,1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57
28043,0.35,Very Good,G,VS1,62.6,56.0,659,4.49,4.52,2.82
49447,0.7,Ideal,I,SI1,62.5,55.0,2110,5.7,5.73,3.57
31987,0.3,Ideal,F,VS2,62.9,57.0,776,4.29,4.26,2.69
8559,1.1,Premium,H,SI2,62.6,57.0,4435,6.6,6.56,4.12
48070,0.56,Ideal,H,VVS1,60.0,56.0,1929,5.37,5.4,3.23
18502,1.02,Premium,F,VS1,60.8,59.0,7539,6.46,6.49,3.94
4405,0.31,Good,I,VVS1,63.1,59.0,571,4.25,4.31,2.7
52619,0.73,Very Good,D,SI1,63.6,57.0,2548,5.68,5.71,3.62
45939,0.52,Ideal,G,VS1,61.4,56.0,1722,5.18,5.21,3.19
9199,0.95,Ideal,G,VS2,61.6,56.0,4549,6.34,6.3,3.89
14263,1.01,Very Good,E,VS2,61.7,56.0,5777,6.41,6.45,3.97
46600,0.54,Ideal,D,SI1,60.7,56.0,1786,5.3,5.27,3.21
43120,0.52,Ideal,D,SI2,62.9,56.0,1385,5.17,5.14,3.24
51238,0.7,Ideal,I,VVS2,62.1,56.0,2353,5.65,5.71,3.53
10469,1.04,Very Good,H,SI1,62.2,57.0,4791,6.42,6.48,4.01
48600,0.6,Ideal,D,SI1,62.2,56.0,1996,5.44,5.4,3.37
24210,2.14,Ideal,H,SI2,61.9,57.0,12400,8.34,8.28,5.14
8115,1.01,Ideal,G,SI2,62.1,57.0,4350,6.48,6.44,4.01
12624,1.0,Fair,F,SI1,64.8,59.0,5292,6.29,6.24,4.06
45329,0.32,Ideal,G,VS2,62.1,56.0,524,4.36,4.4,2.72
47016,0.56,Ideal,E,VS2,61.7,54.0,1819,5.28,5.35,3.28
33571,0.45,Ideal,G,SI1,61.6,54.0,831,4.96,4.98,3.06
13396,0.32,Very Good,F,VS2,58.8,62.0,602,4.43,4.48,2.62
28687,0.4,Good,F,SI1,63.6,59.0,678,4.64,4.67,2.96
46887,0.7,Very Good,G,SI2,63.3,57.0,1814,5.61,5.51,3.52
34703,0.31,Ideal,F,IF,62.3,57.0,874,4.3,4.34,2.69
30197,0.42,Premium,E,SI1,62.0,58.0,722,4.82,4.85,3.0
6403,1.01,Premium,G,SI2,61.1,58.0,4038,6.39,6.37,3.9
2543,0.58,Ideal,D,VVS1,60.6,57.0,3206,5.38,5.41,3.27
22902,1.61,Premium,H,SI1,62.5,58.0,10942,7.51,7.46,4.68
19146,1.2,Very Good,D,SI1,62.6,59.0,7909,6.71,6.75,4.21
34929,0.32,Good,I,SI2,63.4,56.0,374,4.34,4.37,2.76
47681,0.51,Ideal,D,VS2,61.9,57.0,1882,5.15,5.09,3.17
